timestamp,open,high,low,close,volume
1758634200,112910.01,113008.0,112852.05,112977.91,27.78448
1758634500,112977.92,113024.31,112838.58,112943.99,72.55061
1758634800,112944.0,112996.0,112727.99,112796.0,66.27142
1758635100,112796.0,112929.27,112722.78,112841.88,56.60174
1758635400,112841.88,112923.2,112770.03,112824.78,68.0178
1758635700,112824.78,112974.94,112816.89,112952.31,57.30382
1758636000,112952.32,113025.56,112900.0,112994.42,39.36111
1758636300,112994.42,113193.03,112974.88,113193.03,110.36129
1758636600,113193.02,113290.5,113000.0,113053.67,101.62127
1758636900,113053.67,113080.0,112914.27,112938.09,38.86907
1758637200,112938.09,112973.25,112826.49,112826.49,90.58707
1758637500,112826.49,112844.0,112800.0,112814.87,25.07333
1758637800,112814.88,112880.68,112646.0,112679.99,66.50606
1758638100,112680.0,112776.0,112616.93,112775.99,93.41432
1758638400,112776.0,112856.29,112722.78,112814.23,29.45166
1758638700,112814.24,112816.03,112700.0,112700.02,33.88673
1758639000,112700.01,112700.02,112571.81,112683.37,59.2216
1758639300,112683.36,112763.27,112640.0,112652.91,24.74108
1758639600,112652.91,112682.28,112496.61,112661.3,99.21009
1758639900,112661.29,112814.85,112661.29,112814.85,31.21019
1758640200,112814.84,112993.63,112814.84,112949.2,61.33685
1758640500,112949.21,112958.43,112875.62,112894.01,41.42992
1758640800,112894.02,113072.89,112854.65,113024.45,42.7331
1758641100,113024.46,113066.19,112969.64,112969.64,31.48997
1758641400,112969.65,113000.0,112896.54,112926.54,22.29
1758641700,112926.53,112983.65,112908.0,112934.47,22.0552
1758642000,112934.47,112934.47,112832.0,112854.62,28.1689
1758642300,112854.62,112908.02,112837.86,112856.46,24.7408
1758642600,112856.46,112997.83,112847.04,112907.32,38.59648
1758642900,112907.31,112932.38,112800.0,112882.19,23.45793
1758643200,112882.2,112916.2,112803.77,112803.77,28.55644
1758643500,112803.78,112803.78,112599.99,112602.18,51.29072
1758643800,112602.17,112602.18,112486.37,112578.19,39.22386
1758644100,112578.19,112747.7,112537.64,112734.05,64.91714
1758644400,112734.06,112859.89,112734.06,112790.68,34.8239
1758644700,112790.68,112857.02,112790.67,112804.68,18.30308
1758645000,112804.69,112804.7,112682.32,112704.9,23.50479
