timestamp,open,high,low,close,volume
1758644100,112578.19,112859.89,112537.64,112804.68,118.04412
1758645000,112804.69,112804.7,112511.08,112591.98,146.73102
1758645900,112591.99,112958.58,112591.98,112823.63,147.22359
1758646800,112823.62,112823.62,112550.0,112561.41,101.23676
1758647700,112561.41,112654.3,112380.94,112395.09,122.52313
1758648600,112395.08,112416.26,112012.0,112034.51,150.23249
1758649500,112034.52,112247.77,111888.0,111957.76,213.63108
1758650400,111957.76,112200.0,111900.0,112109.1,219.79486
1758651300,112109.1,112131.0,111766.0,112010.41,196.30307
1758652200,112010.4,112010.4,111722.49,111725.68,145.09259
1758653100,111725.68,111818.95,111686.9,111780.1,149.21475
1758654000,111780.09,111970.4,111776.25,111868.86,117.91292
1758654900,111868.86,111979.27,111734.43,111771.28,125.38761
1758655800,111771.29,111810.0,111616.01,111616.01,120.70963
1758656700,111616.02,111670.61,111540.2,111655.29,201.07328
1758657600,111655.29,111949.49,111632.94,111839.04,116.06007
1758658500,111839.05,111879.7,111650.0,111650.0,67.49136
1758659400,111650.01,111891.48,111458.73,111876.75,155.2896
1758660300,111876.76,111994.99,111685.53,111985.77,157.06861
1758661200,111985.78,112000.0,111893.44,111999.99,57.9103
1758662100,112000.0,112074.65,111948.27,112074.65,118.4516
1758663000,112074.65,112202.24,112055.46,112202.24,58.47029
1758663900,112202.23,112202.24,112094.36,112161.54,35.73595
1758664800,112161.53,112211.83,112061.46,112145.68,56.7392
1758665700,112145.68,112161.26,112002.16,112002.16,60.26954
1758666600,112002.17,112213.95,112002.16,112185.04,44.64735
1758667500,112185.04,112211.75,112115.66,112159.23,70.06017
1758668400,112159.24,112220.54,112106.99,112128.32,69.64898
1758669300,112128.33,112190.03,111879.73,111897.0,77.97803
1758670200,111896.99,112107.0,111896.99,112078.66,51.12085
1758671100,112078.67,112101.59,111981.43,111998.8,43.87528
1758672000,111998.8,112035.86,111816.86,112031.03,146.13427
1758672900,112031.04,112380.0,112015.84,112293.23,143.48392
1758673800,112293.23,112294.83,112161.79,112217.26,74.32515
1758674700,112217.26,112346.96,112217.25,112230.72,93.42794
1758675600,112230.73,112339.13,112140.0,112319.24,74.9677
1758676500,112319.24,112407.7,112319.24,112399.45,66.66306
1758677400,112399.45,112500.0,112352.7,112355.03,79.79128
1758678300,112355.04,112470.03,112355.03,112451.26,42.52841
1758679200,112451.25,112500.0,112146.4,112171.7,94.0758
1758680100,112171.7,112270.59,112024.78,112270.59,139.81952
1758681000,112270.58,112308.54,112136.0,112220.02,90.05171
1758681900,112220.02,112254.62,111896.43,112111.62,721.69375
1758682800,112111.62,112223.15,112098.41,112194.76,196.66381
1758683700,112194.76,112214.81,111763.7,111785.25,413.37562
1758684600,111785.26,112032.71,111754.69,111835.63,317.65333
1758685500,111835.63,111877.11,111683.09,111683.09,153.37782
1758686400,111683.1,111740.8,111042.66,111475.67,599.80938
1758687300,111475.67,112039.29,111376.71,112021.4,301.26749
1758688200,112021.41,112374.32,112021.4,112239.29,336.36016
1758689100,112239.3,112244.95,112053.75,112161.93,140.5462
1758690000,112161.94,112250.42,112133.83,112237.76,101.87364
1758690900,112237.77,112418.05,112237.77,112343.62,96.45321
1758691800,112343.61,112497.1,112264.68,112490.36,102.97303
1758692700,112490.36,112666.74,112490.35,112636.84,179.65754
1758693600,112636.85,112779.37,112636.84,112732.97,126.54312
1758694500,112732.97,112748.24,112535.78,112634.5,150.27647
1758695400,112634.49,112689.19,112545.87,112569.35,135.92903
1758696300,112569.36,112654.38,112569.36,112596.69,95.81837
1758697200,112596.7,112684.0,112596.7,112667.53,86.3518
1758698100,112667.54,112742.06,112459.44,112510.88,123.80369
1758699000,112510.89,112598.81,112460.31,112578.71,186.10023
1758699900,112578.7,112619.99,112516.0,112583.54,141.92648
1758700800,112583.54,112601.19,112418.7,112513.39,91.77464
1758701700,112513.38,112541.54,112405.62,112432.32,68.57553
1758702600,112432.31,112579.99,112432.31,112575.98,92.81999
1758703500,112575.98,112636.85,112494.96,112622.8,116.15796
1758704400,112622.81,112622.81,112501.38,112535.79,54.086
1758705300,112535.78,112615.06,112535.78,112605.77,44.22594
1758706200,112605.76,112837.42,112605.76,112740.0,89.53583
1758707100,112740.0,112740.01,112670.05,112735.06,59.50067
1758708000,112735.05,112864.15,112735.05,112817.41,118.89515
1758708900,112817.41,112864.15,112669.23,112669.23,76.9292
1758709800,112669.23,112831.82,112668.51,112809.06,90.36696
1758710700,112809.07,112960.0,112803.23,112941.98,116.64945
1758711600,112941.99,113162.17,112930.88,113086.83,203.99147
1758712500,113086.84,113141.61,113013.32,113041.57,140.84048
1758713400,113041.56,113077.33,112877.3,113037.0,114.22646
1758714300,113037.0,113049.53,112900.0,113029.46,89.15301
1758715200,113029.45,113039.0,112945.96,113034.56,84.06664
1758716100,113034.56,113050.0,112944.0,113019.86,75.16536
1758717000,113019.86,113085.6,113019.75,113080.0,55.20283
1758717900,113080.0,113097.99,113009.75,113070.69,58.34254
1758718800,113070.69,113096.79,112974.77,113011.03,57.80627
1758719700,113011.03,113150.0,113011.02,113056.26,117.16076
1758720600,113056.26,113222.69,112921.26,113104.49,228.89909
1758721500,113104.49,113131.08,112808.0,112823.62,174.47347
1758722400,112823.62,113176.0,112823.61,113149.82,124.01976
1758723300,113149.82,113172.98,113018.06,113149.17,186.71664
1758724200,113149.17,113384.6,113115.67,113382.5,271.42623
1758725100,113382.5,113890.0,113317.26,113720.64,384.02671
1758726000,113720.64,113883.68,113467.96,113484.51,221.25694
1758726900,113484.51,113712.05,113484.5,113650.15,123.02463
1758727800,113650.15,113708.15,113564.17,113708.15,193.313
1758728700,113708.14,113708.15,113257.01,113346.41,180.1498
1758729600,113346.4,113426.51,113163.21,113283.87,169.88495
1758730500,113283.88,113585.7,113283.87,113568.94,91.82087
1758731400,113568.95,113719.79,113520.0,113676.82,66.59944
1758732300,113676.83,113753.0,113632.15,113732.01,119.37427
1758733200,113732.01,113911.95,113616.0,113860.02,89.77178
1758734100,113860.03,113860.03,113694.35,113771.11,64.20307
1758735000,113771.11,113940.0,113771.1,113849.96,109.07184
1758735900,113849.96,113849.97,113670.83,113761.3,98.84244
1758736800,113761.31,113830.66,113571.78,113623.89,55.67548
