timestamp,open,high,low,close,volume
1758632940,112879.03,112902.65,112879.02,112902.65,1.25133
1758633000,112902.65,112902.65,112891.3,112902.65,1.52888
1758633060,112902.64,112902.66,112891.34,112899.98,2.18853
1758633120,112899.99,112899.99,112899.98,112899.98,0.90503
1758633180,112899.99,112914.08,112899.99,112914.07,2.29008
1758633240,112914.08,112925.37,112914.07,112924.3,0.66094
1758633300,112924.31,112924.31,112896.13,112899.01,7.57748
1758633360,112899.02,112919.75,112892.02,112892.02,2.45085
1758633420,112892.02,112892.03,112892.02,112892.03,2.06772
1758633480,112892.02,112900.0,112892.02,112892.06,3.02052
1758633540,112892.07,112892.07,112892.06,112892.06,2.27578
1758633600,112892.07,112892.07,112892.06,112892.06,2.03502
1758633660,112892.06,112892.07,112865.57,112887.09,2.7492
1758633720,112887.1,112917.25,112887.09,112917.24,1.09756
1758633780,112917.24,112924.31,112917.24,112924.3,0.75713
1758633840,112924.31,112924.31,112897.2,112897.2,3.99326
1758633900,112897.2,112928.0,112897.2,112928.0,1.75169
1758633960,112928.0,112928.0,112901.99,112902.0,3.67322
1758634020,112902.0,112953.62,112884.0,112945.12,7.63904
1758634080,112945.11,112945.12,112914.58,112914.58,3.26773
1758634140,112914.59,112914.59,112910.0,112910.01,1.19608
1758634200,112910.01,112920.0,112852.05,112852.06,6.13407
1758634260,112852.06,112926.13,112852.05,112874.56,5.34884
1758634320,112874.57,112937.45,112854.49,112934.48,3.47556
1758634380,112934.48,112988.41,112920.9,112978.86,8.6718
1758634440,112978.86,113008.0,112967.46,112977.91,4.15421
1758634500,112977.92,113024.31,112942.57,112942.59,13.08165
1758634560,112942.58,113008.0,112885.68,112920.0,14.46667
1758634620,112919.99,112934.2,112838.58,112838.59,9.88822
1758634680,112838.58,112934.58,112838.58,112934.58,26.10068
1758634740,112934.57,112974.11,112903.95,112943.99,9.01339
1758634800,112944.0,112996.0,112872.05,112872.06,10.07823
1758634860,112872.06,112908.59,112810.63,112828.65,16.44502
1758634920,112828.65,112847.29,112738.48,112765.29,10.58182
1758634980,112765.3,112788.0,112727.99,112741.5,8.46255
1758635040,112741.49,112796.0,112741.49,112796.0,20.7038
1758635100,112796.0,112836.91,112722.78,112733.56,16.85025
1758635160,112733.57,112871.71,112733.57,112809.81,13.76228
1758635220,112809.81,112929.27,112788.71,112871.7,17.43506
1758635280,112871.71,112897.11,112841.87,112863.96,4.16657
1758635340,112863.96,112892.13,112841.87,112841.88,4.38758
1758635400,112841.88,112872.76,112770.03,112815.44,17.03046
1758635460,112815.45,112890.36,112815.44,112856.4,9.93277
1758635520,112856.4,112923.2,112856.4,112923.18,7.59691
1758635580,112923.19,112923.19,112880.0,112880.0,3.65229
1758635640,112880.01,112880.02,112795.78,112824.78,29.80537
1758635700,112824.78,112842.09,112816.89,112828.63,8.44189
1758635760,112828.63,112923.2,112828.63,112902.41,15.06876
1758635820,112902.78,112970.13,112902.78,112951.95,14.67158
1758635880,112951.95,112955.49,112910.3,112955.48,12.38564
1758635940,112955.49,112974.94,112952.31,112952.31,6.73595
1758636000,112952.32,112952.32,112902.37,112931.12,6.54948
1758636060,112931.12,113025.56,112915.35,112995.04,11.16451
1758636120,112995.03,113025.55,112957.64,112957.65,5.04693
1758636180,112957.65,113000.0,112900.0,112942.34,12.63718
1758636240,112942.34,112998.38,112934.47,112994.42,3.96301
1758636300,112994.42,113116.9,112974.88,113102.94,31.12681
1758636360,113102.94,113153.84,113023.59,113040.33,47.12959
1758636420,113040.32,113048.54,112990.37,112990.38,8.00631
1758636480,112990.38,113092.86,112990.37,113070.07,4.96246
1758636540,113070.07,113193.03,113070.07,113193.03,19.13612
1758636600,113193.02,113200.0,113123.66,113160.94,27.48564
1758636660,113160.94,113290.5,113160.93,113207.04,33.66796
1758636720,113207.04,113207.04,113108.44,113108.45,15.81656
1758636780,113108.45,113173.64,113040.32,113040.33,11.9731
1758636840,113040.32,113053.67,113000.0,113053.67,12.67801
1758636900,113053.67,113080.0,113003.23,113003.24,6.5964
1758636960,113003.23,113021.4,112988.24,113016.28,8.36103
1758637020,113016.29,113055.09,112988.24,112988.24,6.78657
1758637080,112988.25,112988.25,112924.42,112925.69,13.47278
